episode,return,length,mean_goal_error,success_ratio,episode_success,op_delta_damage_sum,self_delta_damage_sum
722,-33.43460988998413,90,0.3903845561875237,1.0,1.0,0.0,0.0
723,-88.56683558225632,195,0.4631632598546835,1.0,1.0,0.0,0.0
724,-47.44287034869194,84,0.5500341742521241,0.0,0.0,0.0,0.0
725,-1.5829212367534637,2,0.2914606034755707,0.0,0.0,0.0,0.0
726,-8.881074607372284,37,0.2913803965658755,1.0,1.0,0.0,0.0
727,-134.16911579668522,329,0.4118514165599295,1.0,1.0,0.0,0.0
728,-62.70643699169159,92,0.6678960563048072,0.0,0.0,0.0,0.0
729,-1.2816646099090576,2,0.1408323049545288,0.0,0.0,0.0,0.0
730,-1.944309264421463,2,0.4721546471118927,0.0,0.0,0.0,0.0
731,-446.6260764449835,994,0.44582100461426394,0.0,0.0,0.0,0.0
732,-2.1214829087257385,2,0.5607414841651917,0.0,0.0,0.0,0.0
733,-1.571416586637497,2,0.28070828318595886,0.0,0.0,0.0,0.0
734,-1.4191384315490723,2,0.20956921577453613,0.0,0.0,0.0,0.0
735,-1.7800087332725525,2,0.39000433683395386,0.0,0.0,0.0,0.0
736,-42.44782969355583,152,0.28952519605426413,1.0,1.0,0.0,0.0
737,1.0928038358688354,6,0.1511993706226349,1.0,1.0,0.0,0.0
738,-49.666420228779316,166,0.3091953034142414,1.0,1.0,0.0,0.0
739,-46.13120074570179,98,0.4577673570233948,0.0,0.0,0.0,0.0
740,-2.0447795391082764,2,0.5223897695541382,0.0,0.0,0.0,0.0
741,-29.945450618863106,108,0.2935689886411031,1.0,1.0,0.0,0.0
742,-38.23033566772938,153,0.2592832411036772,1.0,1.0,0.0,0.0
743,-254.98361864686012,591,0.43173201394766925,1.0,1.0,0.0,0.0
744,-31.388053566217422,48,0.6314177842189869,0.0,0.0,0.0,0.0
745,-1.8747532367706299,2,0.43737661838531494,0.0,0.0,0.0,0.0
746,-10.847623772919178,72,0.17580032928122413,1.0,1.0,0.0,0.0
747,-51.5202662050724,132,0.40250201918410533,1.0,1.0,0.0,0.0
748,-46.7802329659462,56,0.8153613060712814,0.0,0.0,0.0,0.0
749,-1.8580014407634735,2,0.42900070548057556,0.0,0.0,0.0,0.0
750,-1.7623138427734375,2,0.38115692138671875,0.0,0.0,0.0,0.0
751,-40.94877119362354,141,0.30254447756084146,1.0,1.0,0.0,0.0
752,0.18376491218805313,15,0.11974900166193644,1.0,1.0,0.0,0.0
753,-16.648656010627747,38,0.4089120030403137,0.0,0.0,0.0,0.0
754,-1.7212436199188232,2,0.3556218147277832,0.0,0.0,0.0,0.0
755,-1.6691925823688507,2,0.33459630608558655,0.0,0.0,0.0,0.0
